age,job,marital,education,default,housing,loan,contact,month,day,duration,campaign,pdays,previous,poutcome
29,blue-collar,single,secondary,no,yes,no,cellular,apr,17,341,1,-1,0,unknown
38,unemployed,married,secondary,no,yes,no,unknown,may,26,364,1,-1,0,unknown
29,technician,married,tertiary,no,yes,no,cellular,jun,12,234,7,330,1,failure
80,housemaid,married,primary,no,no,no,cellular,feb,23,639,1,189,1,failure
38,management,single,tertiary,no,no,no,cellular,aug,8,310,4,-1,0,unknown
36,blue-collar,divorced,primary,no,yes,no,unknown,jun,2,123,4,-1,0,unknown
38,self-employed,married,tertiary,no,no,no,cellular,jun,2,253,1,-1,0,unknown
44,management,married,secondary,yes,yes,no,cellular,jul,11,96,2,-1,0,unknown
31,management,married,tertiary,no,no,no,cellular,apr,30,297,1,86,3,success
31,services,single,secondary,no,yes,yes,unknown,may,26,501,2,-1,0,unknown
57,admin.,divorced,primary,no,yes,no,cellular,may,15,67,1,368,2,failure
37,blue-collar,married,primary,no,yes,no,unknown,may,21,281,1,-1,0,unknown
50,blue-collar,married,secondary,no,yes,yes,cellular,may,5,475,2,-1,0,unknown
60,retired,married,primary,no,no,no,cellular,oct,6,205,1,-1,0,unknown
51,management,married,tertiary,no,yes,no,cellular,oct,8,272,1,102,8,other
48,blue-collar,married,secondary,no,yes,no,cellular,apr,15,349,1,-1,0,unknown
42,blue-collar,married,primary,no,yes,no,cellular,feb,3,216,4,271,5,failure
36,blue-collar,married,secondary,no,yes,no,cellular,jul,9,183,1,-1,0,unknown
43,management,married,tertiary,no,yes,no,cellular,may,8,130,1,172,2,other
31,admin.,married,primary,no,yes,yes,unknown,jun,4,61,6,-1,0,unknown
49,technician,single,secondary,no,yes,no,unknown,jun,6,92,2,-1,0,unknown
35,management,divorced,tertiary,no,no,yes,cellular,aug,5,37,2,-1,0,unknown
44,entrepreneur,married,secondary,no,yes,no,cellular,nov,19,354,2,-1,0,unknown
34,self-employed,married,tertiary,no,no,no,cellular,may,4,203,1,78,8,other
46,blue-collar,married,secondary,no,no,no,unknown,may,13,152,1,-1,0,unknown
49,blue-collar,married,primary,no,yes,no,unknown,jun,2,41,5,-1,0,unknown
32,blue-collar,married,secondary,no,no,no,cellular,may,4,20,5,-1,0,unknown
35,management,divorced,tertiary,no,yes,no,cellular,may,11,277,1,271,2,success
51,admin.,married,secondary,no,no,no,unknown,jun,17,83,2,-1,0,unknown
57,retired,divorced,secondary,no,yes,no,unknown,may,6,531,1,-1,0,unknown
59,management,married,tertiary,no,no,no,telephone,aug,28,91,5,-1,0,unknown
40,services,divorced,unknown,no,yes,no,unknown,may,5,315,1,-1,0,unknown
49,management,single,tertiary,no,no,no,cellular,aug,28,70,9,-1,0,unknown
51,management,married,secondary,no,yes,no,cellular,jul,9,384,1,-1,0,unknown
35,admin.,married,secondary,yes,no,yes,unknown,jul,4,105,3,-1,0,unknown
29,self-employed,married,secondary,no,yes,no,unknown,may,27,305,2,-1,0,unknown
32,services,single,secondary,no,yes,no,cellular,may,25,158,2,-1,0,unknown
37,housemaid,divorced,secondary,no,yes,no,cellular,may,13,199,1,173,2,failure
49,unemployed,married,primary,no,yes,no,unknown,may,27,25,1,-1,0,unknown
45,technician,married,unknown,no,yes,no,unknown,may,27,147,1,-1,0,unknown
34,technician,single,secondary,no,yes,no,cellular,jul,29,538,8,-1,0,unknown
53,technician,married,secondary,no,no,no,cellular,aug,22,77,9,-1,0,unknown
42,entrepreneur,married,primary,no,no,no,cellular,aug,20,94,2,-1,0,unknown
43,technician,married,secondary,no,yes,no,unknown,may,13,1721,2,-1,0,unknown
52,retired,married,secondary,no,no,no,cellular,nov,19,143,1,154,3,failure
34,blue-collar,single,secondary,no,no,yes,cellular,nov,20,104,1,-1,0,unknown
34,technician,divorced,tertiary,no,yes,no,cellular,aug,7,587,2,-1,0,unknown
27,services,married,secondary,no,yes,no,cellular,jul,22,1608,13,-1,0,unknown
43,unemployed,married,tertiary,no,yes,no,cellular,feb,9,48,4,-1,0,unknown
41,technician,married,tertiary,no,yes,no,cellular,jul,9,74,1,-1,0,unknown
72,retired,married,secondary,no,no,no,cellular,nov,12,427,1,-1,0,unknown
35,blue-collar,married,primary,no,yes,no,cellular,may,14,73,1,-1,0,unknown
41,management,married,tertiary,no,yes,no,unknown,jun,3,14,21,-1,0,unknown
36,blue-collar,divorced,primary,no,yes,no,cellular,may,12,725,1,-1,0,unknown
51,housemaid,married,primary,no,yes,no,cellular,jul,14,333,2,-1,0,unknown
37,self-employed,married,tertiary,no,no,no,cellular,aug,13,244,6,-1,0,unknown
42,admin.,single,secondary,no,yes,yes,telephone,oct,21,519,1,166,1,other
26,admin.,single,secondary,no,yes,no,cellular,jul,22,242,7,-1,0,unknown
23,services,single,secondary,no,yes,no,cellular,may,18,222,1,-1,0,unknown
50,management,married,tertiary,no,yes,no,cellular,nov,19,130,2,160,1,failure
37,blue-collar,married,secondary,no,yes,yes,cellular,may,7,490,1,-1,0,unknown
35,management,married,tertiary,no,no,no,cellular,nov,20,258,2,-1,0,unknown
37,management,married,tertiary,no,no,no,cellular,jan,29,337,2,-1,0,unknown
79,retired,divorced,unknown,no,no,no,telephone,jul,8,220,7,450,2,failure
39,technician,married,secondary,no,no,no,cellular,aug,24,79,2,94,2,success
47,services,married,secondary,no,yes,no,telephone,jul,9,250,1,-1,0,unknown
44,blue-collar,married,secondary,no,yes,no,cellular,jun,2,130,1,-1,0,unknown
36,management,single,tertiary,no,no,no,cellular,aug,18,882,8,-1,0,unknown
33,blue-collar,single,secondary,no,yes,yes,cellular,apr,17,515,1,150,1,other
42,services,married,secondary,no,yes,no,cellular,may,5,238,3,340,2,failure
35,technician,single,tertiary,no,no,no,telephone,may,28,32,2,-1,0,unknown
31,blue-collar,married,secondary,no,yes,no,unknown,may,13,907,2,-1,0,unknown
58,services,married,primary,no,no,no,unknown,jun,27,162,1,-1,0,unknown
46,management,married,tertiary,no,no,no,unknown,may,7,70,2,-1,0,unknown
41,admin.,single,secondary,no,yes,no,unknown,jun,4,99,6,-1,0,unknown
58,technician,married,secondary,no,yes,no,unknown,may,13,325,1,-1,0,unknown
33,blue-collar,married,secondary,no,no,yes,cellular,jul,18,305,12,-1,0,unknown
31,unemployed,married,secondary,no,yes,no,cellular,nov,19,631,1,-1,0,unknown
55,technician,divorced,secondary,no,no,no,cellular,feb,10,169,1,183,1,failure
38,technician,single,secondary,no,yes,no,cellular,may,28,61,2,-1,0,unknown
55,housemaid,married,secondary,no,no,no,cellular,aug,22,256,2,-1,0,unknown
47,management,single,tertiary,no,no,no,unknown,jun,11,58,3,-1,0,unknown
51,housemaid,married,primary,no,yes,no,unknown,may,20,142,3,-1,0,unknown
46,management,single,tertiary,no,yes,no,telephone,may,4,36,6,90,2,other
61,management,married,tertiary,no,no,no,cellular,mar,10,106,1,-1,0,unknown
47,management,single,tertiary,no,no,no,cellular,aug,21,71,4,-1,0,unknown
34,technician,married,secondary,no,no,no,cellular,aug,25,132,6,-1,0,unknown
34,blue-collar,married,secondary,no,yes,no,unknown,may,20,120,1,-1,0,unknown
41,management,divorced,tertiary,no,no,no,cellular,oct,14,181,2,500,1,failure
36,blue-collar,divorced,secondary,no,no,no,unknown,jun,5,152,2,-1,0,unknown
26,blue-collar,single,secondary,no,yes,no,unknown,may,28,302,1,-1,0,unknown
35,management,married,tertiary,no,no,no,cellular,apr,23,93,3,-1,0,unknown
36,blue-collar,married,secondary,no,no,no,unknown,jun,17,235,2,-1,0,unknown
26,management,single,tertiary,no,no,no,cellular,jun,15,129,1,-1,0,unknown
58,management,married,primary,no,yes,no,cellular,jul,11,94,2,-1,0,unknown
50,blue-collar,married,secondary,no,yes,no,cellular,apr,7,310,1,-1,0,unknown
61,retired,married,secondary,no,yes,no,cellular,jul,15,195,7,-1,0,unknown
28,technician,single,secondary,no,yes,no,unknown,may,21,196,1,-1,0,unknown
49,blue-collar,single,primary,no,yes,no,unknown,may,15,93,1,-1,0,unknown
74,retired,married,secondary,no,no,no,telephone,apr,17,394,2,-1,0,unknown
53,blue-collar,married,secondary,no,yes,no,cellular,feb,3,288,3,-1,0,unknown
46,self-employed,married,secondary,no,yes,no,cellular,jul,31,208,2,-1,0,unknown
47,management,married,tertiary,no,no,no,cellular,oct,27,508,1,-1,0,unknown
42,blue-collar,single,primary,no,no,no,cellular,jul,30,86,2,-1,0,unknown
56,services,married,secondary,no,yes,no,cellular,nov,21,189,1,-1,0,unknown
42,technician,married,secondary,no,no,no,unknown,may,29,249,2,-1,0,unknown
49,housemaid,married,primary,no,yes,no,cellular,nov,21,450,1,-1,0,unknown
43,unemployed,single,unknown,no,yes,no,cellular,may,22,680,1,95,1,failure
39,services,married,secondary,no,yes,no,unknown,may,20,175,2,-1,0,unknown
66,retired,married,primary,no,no,no,cellular,feb,9,479,1,-1,0,unknown
30,technician,single,tertiary,no,no,no,cellular,apr,5,270,3,241,4,other
38,management,single,tertiary,no,no,no,cellular,jul,24,164,1,-1,0,unknown
31,blue-collar,married,secondary,no,yes,no,cellular,apr,20,158,1,182,1,success
32,technician,married,secondary,no,no,no,cellular,aug,8,50,4,-1,0,unknown
48,technician,married,secondary,no,no,no,cellular,aug,6,80,2,-1,0,unknown
34,admin.,married,tertiary,no,no,no,cellular,feb,6,45,1,-1,0,unknown
28,student,single,secondary,no,no,no,cellular,jan,29,220,2,-1,0,unknown
40,admin.,single,secondary,no,yes,no,unknown,jun,18,161,2,-1,0,unknown
36,entrepreneur,married,secondary,no,no,no,unknown,may,20,98,1,-1,0,unknown
52,retired,married,secondary,no,no,yes,unknown,jun,9,79,1,-1,0,unknown
46,admin.,married,primary,no,yes,yes,unknown,may,6,157,2,-1,0,unknown
25,technician,single,secondary,no,yes,no,cellular,jul,21,339,1,-1,0,unknown
52,blue-collar,married,secondary,no,yes,no,unknown,may,13,274,2,-1,0,unknown
40,blue-collar,married,primary,no,yes,no,unknown,may,14,977,1,-1,0,unknown
26,management,divorced,tertiary,yes,no,yes,unknown,may,12,127,2,-1,0,unknown
26,blue-collar,single,primary,no,yes,no,unknown,jun,4,329,4,-1,0,unknown
35,self-employed,single,secondary,no,no,no,telephone,nov,21,1441,3,-1,0,unknown
40,admin.,single,secondary,no,yes,no,unknown,may,6,231,1,-1,0,unknown
31,management,married,tertiary,no,yes,no,cellular,may,13,96,2,349,5,failure
32,admin.,married,secondary,no,yes,no,cellular,may,18,213,1,178,1,failure
33,admin.,married,secondary,no,yes,no,cellular,apr,30,335,1,-1,0,unknown
53,services,divorced,secondary,no,yes,no,cellular,may,14,959,3,174,7,other
46,technician,divorced,secondary,no,yes,no,cellular,aug,7,429,3,-1,0,unknown
28,management,single,tertiary,no,no,no,cellular,jul,28,383,6,-1,0,unknown
31,blue-collar,married,secondary,no,yes,no,unknown,jun,2,40,1,-1,0,unknown
44,blue-collar,married,primary,no,yes,no,unknown,may,7,110,2,-1,0,unknown
35,admin.,married,secondary,no,no,no,unknown,may,7,326,1,-1,0,unknown
50,technician,divorced,unknown,no,yes,no,unknown,may,28,179,3,-1,0,unknown
32,technician,married,secondary,yes,yes,yes,cellular,aug,25,132,8,-1,0,unknown
51,admin.,married,secondary,no,yes,yes,cellular,oct,16,95,1,-1,0,unknown
51,management,married,tertiary,no,yes,yes,cellular,aug,14,248,2,-1,0,unknown
31,blue-collar,married,unknown,no,yes,no,cellular,feb,3,100,3,201,2,failure
41,admin.,divorced,secondary,no,yes,no,unknown,may,28,226,10,-1,0,unknown
57,technician,married,tertiary,no,no,yes,unknown,jun,20,174,3,-1,0,unknown
34,management,single,tertiary,no,yes,no,cellular,apr,20,29,3,152,1,failure
47,technician,married,secondary,no,yes,no,unknown,may,28,176,2,-1,0,unknown
47,admin.,divorced,secondary,no,yes,no,cellular,jul,11,106,2,-1,0,unknown
36,self-employed,married,secondary,no,yes,no,cellular,nov,19,136,1,120,1,failure
29,housemaid,single,tertiary,no,no,no,cellular,feb,5,110,2,64,2,success
39,technician,married,secondary,no,no,no,cellular,aug,11,230,3,-1,0,unknown
53,blue-collar,single,unknown,no,no,no,unknown,may,12,140,7,-1,0,unknown
47,blue-collar,married,secondary,yes,yes,no,unknown,may,26,118,2,-1,0,unknown
51,technician,divorced,secondary,no,yes,yes,cellular,aug,18,151,10,-1,0,unknown
48,blue-collar,married,secondary,no,yes,no,telephone,jul,9,693,2,-1,0,unknown
32,technician,married,secondary,no,no,no,cellular,aug,13,31,1,-1,0,unknown
36,management,divorced,tertiary,no,no,no,cellular,aug,26,125,2,-1,0,unknown
50,unknown,married,primary,no,yes,yes,cellular,apr,20,670,4,340,2,success
39,admin.,married,secondary,no,yes,no,cellular,may,12,454,2,364,3,failure
31,blue-collar,married,secondary,no,yes,yes,unknown,may,23,159,3,-1,0,unknown
49,admin.,married,secondary,no,no,no,cellular,aug,5,504,2,-1,0,unknown
33,unemployed,divorced,secondary,no,no,no,telephone,aug,27,29,28,-1,0,unknown
26,management,single,tertiary,no,yes,no,cellular,jun,1,190,1,84,1,failure
27,blue-collar,married,secondary,no,yes,no,unknown,may,14,332,2,-1,0,unknown
51,blue-collar,married,primary,no,yes,no,telephone,feb,3,143,4,272,1,failure
26,admin.,single,secondary,no,no,no,cellular,jan,30,77,1,2,2,other
45,admin.,married,secondary,no,no,no,cellular,jul,31,517,4,-1,0,unknown
54,technician,married,secondary,no,no,yes,cellular,jul,10,2029,1,-1,0,unknown
49,technician,married,tertiary,no,yes,no,cellular,may,25,269,1,-1,0,unknown
47,technician,married,secondary,no,no,no,cellular,aug,14,457,2,-1,0,unknown
42,housemaid,married,primary,no,no,yes,cellular,aug,7,184,1,-1,0,unknown
50,entrepreneur,married,tertiary,no,yes,no,cellular,may,18,47,4,-1,0,unknown
37,admin.,married,secondary,no,yes,no,unknown,may,28,158,2,-1,0,unknown
54,blue-collar,married,primary,no,no,no,telephone,nov,21,168,3,-1,0,unknown
40,services,married,secondary,no,yes,no,cellular,may,11,50,1,-1,0,unknown
50,services,married,secondary,no,no,yes,cellular,aug,14,757,4,-1,0,unknown
57,retired,married,secondary,no,yes,yes,cellular,aug,25,93,4,-1,0,unknown
33,technician,married,secondary,no,no,no,cellular,aug,11,285,2,-1,0,unknown
49,technician,married,secondary,no,yes,no,cellular,apr,20,390,1,-1,0,unknown
35,services,married,secondary,no,yes,no,cellular,may,18,146,2,-1,0,unknown
28,blue-collar,single,secondary,no,yes,no,unknown,may,28,386,1,-1,0,unknown
58,management,married,tertiary,no,no,no,cellular,aug,19,145,7,-1,0,unknown
31,admin.,single,secondary,no,no,yes,cellular,jul,7,230,1,-1,0,unknown
36,management,divorced,tertiary,no,no,no,cellular,jul,16,237,2,91,1,failure
49,blue-collar,single,primary,no,no,no,cellular,jul,8,474,2,-1,0,unknown
30,unemployed,married,secondary,no,yes,no,unknown,may,20,350,4,-1,0,unknown
29,services,single,secondary,no,yes,no,cellular,jul,28,487,7,-1,0,unknown
50,management,married,unknown,no,no,no,unknown,jun,5,1009,2,-1,0,unknown
26,student,single,tertiary,no,no,no,cellular,mar,5,87,1,91,2,success
27,housemaid,married,secondary,no,yes,yes,telephone,jul,23,82,3,-1,0,unknown
32,blue-collar,single,secondary,no,yes,no,cellular,may,18,183,1,-1,0,unknown
62,unknown,married,secondary,no,no,no,telephone,mar,2,139,5,-1,0,unknown
34,blue-collar,single,secondary,no,yes,no,unknown,jun,3,115,3,-1,0,unknown
25,admin.,single,tertiary,no,no,no,cellular,apr,8,124,2,-1,0,unknown
34,management,single,tertiary,no,yes,no,unknown,jun,3,633,28,-1,0,unknown
44,technician,single,secondary,no,no,no,telephone,oct,20,718,1,-1,0,unknown
38,management,married,tertiary,no,yes,no,cellular,feb,2,63,1,-1,0,unknown
57,admin.,married,secondary,no,no,no,cellular,aug,14,180,1,106,2,failure
36,self-employed,married,tertiary,no,no,no,cellular,aug,25,47,1,120,1,failure
41,entrepreneur,married,secondary,no,yes,no,cellular,jul,9,391,1,-1,0,unknown
36,management,single,tertiary,no,no,yes,unknown,jul,4,85,3,-1,0,unknown
27,management,single,tertiary,no,yes,no,cellular,may,15,373,1,-1,0,unknown
37,technician,divorced,secondary,no,no,no,cellular,aug,20,289,2,-1,0,unknown
47,management,single,tertiary,no,no,no,telephone,dec,10,805,1,190,1,other
31,services,divorced,primary,no,yes,no,cellular,may,7,623,1,293,1,success
39,self-employed,married,secondary,no,yes,no,unknown,jun,17,483,1,-1,0,unknown
35,admin.,divorced,tertiary,no,yes,no,unknown,may,9,26,2,-1,0,unknown
40,blue-collar,married,secondary,no,yes,no,unknown,may,7,112,3,-1,0,unknown
38,management,single,tertiary,no,yes,no,cellular,nov,17,213,2,-1,0,unknown
31,technician,married,secondary,no,yes,no,cellular,nov,20,129,1,-1,0,unknown
36,blue-collar,married,primary,no,no,no,cellular,apr,15,330,1,311,4,success
53,management,married,primary,no,no,no,unknown,jun,9,104,1,-1,0,unknown
59,blue-collar,married,primary,no,no,no,unknown,may,29,184,1,-1,0,unknown
29,management,single,tertiary,no,no,no,cellular,jul,21,120,3,-1,0,unknown
30,admin.,single,secondary,no,yes,no,unknown,jun,3,159,4,-1,0,unknown
52,admin.,married,secondary,no,yes,no,unknown,may,15,391,3,-1,0,unknown
55,blue-collar,married,secondary,no,yes,no,cellular,aug,12,112,2,-1,0,unknown
56,blue-collar,married,primary,no,yes,no,unknown,may,9,76,1,-1,0,unknown
32,admin.,married,secondary,no,yes,no,unknown,may,21,189,2,-1,0,unknown
24,blue-collar,married,secondary,no,no,no,unknown,may,28,94,1,-1,0,unknown
51,blue-collar,married,primary,no,yes,no,unknown,may,29,184,3,-1,0,unknown
36,management,married,tertiary,no,yes,no,cellular,aug,7,100,2,-1,0,unknown
36,technician,married,tertiary,no,yes,no,cellular,jan,28,57,1,-1,0,unknown
42,management,married,tertiary,no,yes,no,cellular,nov,17,525,3,-1,0,unknown
49,admin.,married,secondary,no,yes,no,cellular,nov,21,60,1,-1,0,unknown
48,management,married,secondary,no,yes,no,unknown,may,26,251,11,-1,0,unknown
36,management,married,secondary,no,yes,no,unknown,may,30,251,3,-1,0,unknown
48,management,married,primary,no,no,no,cellular,aug,26,219,6,-1,0,unknown
30,technician,married,tertiary,no,no,no,cellular,aug,27,976,12,-1,0,unknown
27,management,single,tertiary,yes,no,yes,cellular,jul,8,46,1,-1,0,unknown
38,entrepreneur,married,tertiary,no,yes,no,cellular,nov,18,185,3,-1,0,unknown
36,technician,single,secondary,yes,no,no,cellular,aug,12,587,2,-1,0,unknown
45,technician,married,secondary,no,no,no,cellular,jul,29,65,2,-1,0,unknown
44,housemaid,married,tertiary,no,no,no,unknown,jun,17,491,1,-1,0,unknown
42,technician,married,secondary,no,yes,no,cellular,may,11,432,2,-1,0,unknown
37,entrepreneur,married,tertiary,no,no,no,cellular,nov,21,102,1,-1,0,unknown
48,blue-collar,married,secondary,no,yes,no,cellular,apr,17,264,1,317,1,failure
57,retired,married,primary,no,yes,no,cellular,feb,4,75,1,190,6,failure
44,services,married,secondary,no,yes,yes,cellular,apr,20,106,2,-1,0,unknown
48,technician,married,secondary,no,yes,yes,cellular,nov,17,81,1,-1,0,unknown
56,retired,married,primary,no,no,no,cellular,aug,27,89,23,-1,0,unknown
37,management,married,tertiary,no,yes,no,unknown,jun,6,95,2,-1,0,unknown
47,blue-collar,married,secondary,no,yes,no,unknown,may,15,322,1,-1,0,unknown
54,housemaid,married,unknown,no,no,no,cellular,apr,14,94,5,145,3,other
51,retired,divorced,secondary,no,no,no,cellular,aug,12,417,1,365,9,other
47,admin.,married,secondary,no,no,no,cellular,oct,18,567,1,95,3,success
25,management,married,tertiary,no,yes,yes,cellular,may,18,600,4,332,4,other
39,services,single,secondary,no,no,no,unknown,oct,15,5,1,-1,0,unknown
40,management,married,tertiary,no,yes,no,cellular,aug,14,464,5,-1,0,unknown
38,management,single,tertiary,no,no,no,cellular,sep,1,222,1,-1,0,unknown
34,management,married,tertiary,no,yes,no,cellular,may,13,469,1,-1,0,unknown
53,housemaid,married,primary,no,no,no,cellular,apr,15,99,1,-1,0,unknown
32,services,married,secondary,no,yes,no,unknown,may,14,297,2,-1,0,unknown
35,blue-collar,married,secondary,no,yes,no,cellular,apr,20,41,3,-1,0,unknown
24,student,single,secondary,no,no,no,cellular,dec,9,390,1,-1,0,unknown
58,blue-collar,married,primary,no,yes,no,unknown,may,29,535,2,-1,0,unknown
49,management,married,primary,no,no,no,cellular,nov,11,269,2,-1,0,unknown
45,services,single,secondary,no,yes,no,cellular,apr,20,1010,3,326,1,other
55,management,married,tertiary,no,yes,no,cellular,aug,8,73,6,-1,0,unknown
42,entrepreneur,married,tertiary,no,yes,yes,unknown,may,7,650,1,-1,0,unknown
28,admin.,married,secondary,no,yes,no,unknown,jul,4,53,2,-1,0,unknown
48,blue-collar,married,secondary,no,no,yes,unknown,jul,4,270,1,-1,0,unknown
51,management,single,tertiary,yes,yes,no,cellular,aug,18,119,6,-1,0,unknown
38,housemaid,married,primary,no,no,no,cellular,aug,26,634,2,-1,0,unknown
27,blue-collar,single,secondary,no,no,no,unknown,may,14,72,2,-1,0,unknown
50,technician,single,secondary,no,yes,no,cellular,nov,17,270,1,123,2,failure
44,blue-collar,married,primary,no,yes,no,cellular,may,12,165,2,363,1,failure
40,management,married,tertiary,no,no,no,cellular,aug,19,164,2,-1,0,unknown
29,services,single,secondary,no,yes,no,cellular,may,18,196,1,-1,0,unknown
34,services,married,secondary,no,yes,no,cellular,jul,14,78,4,-1,0,unknown
44,self-employed,single,tertiary,no,yes,no,cellular,may,12,897,4,-1,0,unknown
50,entrepreneur,married,tertiary,no,no,no,cellular,jul,31,22,8,-1,0,unknown
34,management,married,tertiary,no,yes,no,cellular,nov,21,161,3,-1,0,unknown
54,retired,divorced,primary,no,no,no,unknown,jun,20,23,4,-1,0,unknown
34,technician,married,tertiary,no,yes,no,cellular,may,11,490,2,-1,0,unknown
34,admin.,single,tertiary,no,yes,yes,cellular,apr,30,359,1,-1,0,unknown
52,blue-collar,married,primary,no,yes,no,cellular,jul,29,213,2,-1,0,unknown
60,unknown,married,unknown,no,no,no,cellular,aug,4,122,1,-1,0,unknown
39,management,single,secondary,no,yes,no,unknown,may,29,587,4,-1,0,unknown
58,retired,married,primary,no,no,no,unknown,jun,11,199,6,-1,0,unknown
41,technician,divorced,secondary,no,no,no,cellular,aug,20,261,2,-1,0,unknown
48,technician,married,secondary,no,no,no,telephone,jul,31,5,3,-1,0,unknown
58,management,married,tertiary,no,no,no,cellular,nov,17,1531,1,-1,0,unknown
40,self-employed,married,primary,no,yes,no,unknown,may,13,92,1,-1,0,unknown
48,management,married,tertiary,no,yes,yes,cellular,may,6,179,2,-1,0,unknown
52,blue-collar,divorced,primary,no,yes,no,unknown,may,15,41,1,-1,0,unknown
50,self-employed,married,secondary,no,yes,yes,cellular,jan,29,197,2,244,3,failure
25,technician,single,secondary,no,no,no,cellular,jul,9,144,5,-1,0,unknown
54,retired,married,primary,no,no,no,unknown,may,12,255,1,-1,0,unknown
34,services,married,secondary,no,yes,no,unknown,may,8,56,2,-1,0,unknown
48,management,married,tertiary,yes,yes,no,cellular,may,15,20,6,291,2,other
37,admin.,married,tertiary,no,no,no,cellular,aug,11,331,7,-1,0,unknown
66,retired,married,tertiary,no,no,no,cellular,jan,28,216,1,91,4,success
32,management,single,tertiary,no,yes,no,unknown,may,8,64,1,-1,0,unknown
45,blue-collar,married,secondary,no,yes,yes,unknown,jun,3,34,1,-1,0,unknown
43,blue-collar,single,secondary,no,no,no,cellular,may,12,68,1,363,1,failure
41,management,married,tertiary,no,yes,no,unknown,may,7,764,3,-1,0,unknown
40,technician,divorced,tertiary,no,yes,no,cellular,nov,17,64,1,-1,0,unknown
44,services,single,secondary,no,yes,no,unknown,may,8,257,2,-1,0,unknown
43,blue-collar,married,primary,no,yes,no,cellular,may,12,58,3,347,5,failure
30,unknown,single,tertiary,no,no,no,cellular,feb,27,30,3,-1,0,unknown
32,services,married,secondary,no,yes,no,cellular,jul,8,529,5,-1,0,unknown
57,admin.,married,secondary,no,yes,no,telephone,may,15,8,7,-1,0,unknown
31,blue-collar,single,tertiary,no,yes,yes,unknown,may,19,147,1,-1,0,unknown
49,unknown,married,secondary,no,no,no,cellular,aug,28,173,2,-1,0,unknown
31,admin.,single,secondary,no,yes,no,unknown,may,21,132,1,-1,0,unknown
41,admin.,married,tertiary,no,no,no,unknown,jun,16,286,1,-1,0,unknown
44,management,married,tertiary,no,no,no,unknown,jun,18,476,1,-1,0,unknown
54,entrepreneur,married,unknown,no,no,no,cellular,nov,19,221,5,-1,0,unknown
37,blue-collar,divorced,secondary,no,yes,no,cellular,apr,21,146,4,-1,0,unknown
34,management,married,secondary,no,yes,no,unknown,may,27,532,2,-1,0,unknown
43,technician,married,secondary,no,no,no,cellular,aug,25,69,6,-1,0,unknown
44,management,married,tertiary,no,yes,no,cellular,nov,17,157,2,172,1,failure
44,services,married,secondary,no,no,no,cellular,may,25,485,1,-1,0,unknown
53,admin.,divorced,secondary,no,yes,no,cellular,may,7,56,1,359,1,failure
36,technician,married,secondary,no,no,no,cellular,aug,31,69,1,-1,0,unknown
58,technician,divorced,secondary,no,no,no,cellular,aug,5,131,2,-1,0,unknown
26,student,single,secondary,no,no,no,unknown,jun,4,95,2,-1,0,unknown
34,technician,single,secondary,no,no,no,cellular,aug,19,294,3,-1,0,unknown
55,blue-collar,married,primary,no,yes,no,cellular,may,6,146,1,272,2,failure
55,blue-collar,married,secondary,no,yes,no,unknown,may,30,58,2,-1,0,unknown
34,entrepreneur,married,tertiary,no,yes,no,unknown,may,28,249,2,-1,0,unknown
41,entrepreneur,divorced,secondary,no,yes,yes,unknown,jun,20,10,8,-1,0,unknown
38,housemaid,divorced,secondary,no,no,no,cellular,oct,27,255,3,148,1,success
28,blue-collar,single,secondary,no,no,no,cellular,feb,3,337,4,-1,0,unknown
41,technician,married,secondary,no,yes,no,cellular,jun,2,142,1,-1,0,unknown
30,admin.,married,tertiary,no,yes,no,cellular,jul,24,209,2,-1,0,unknown
39,technician,married,unknown,no,no,no,unknown,may,30,825,2,-1,0,unknown
41,admin.,married,secondary,no,yes,no,unknown,jun,5,87,1,-1,0,unknown
36,technician,married,secondary,no,yes,no,unknown,may,23,219,4,-1,0,unknown
37,management,married,tertiary,no,yes,yes,unknown,may,21,143,1,-1,0,unknown
59,self-employed,married,tertiary,no,no,yes,cellular,jul,9,70,1,-1,0,unknown
26,technician,single,secondary,no,yes,no,unknown,may,27,371,2,-1,0,unknown
43,technician,married,secondary,no,yes,yes,cellular,feb,4,539,8,204,5,failure
42,management,married,secondary,yes,no,no,cellular,feb,5,176,1,-1,0,unknown
46,blue-collar,married,unknown,no,yes,no,cellular,may,5,725,3,-1,0,unknown
31,admin.,married,secondary,no,yes,yes,cellular,jul,16,101,7,-1,0,unknown
43,unemployed,married,secondary,no,no,no,cellular,feb,5,169,2,-1,0,unknown
48,blue-collar,single,tertiary,no,yes,no,unknown,jun,4,15,1,-1,0,unknown
41,blue-collar,married,secondary,no,yes,no,cellular,apr,20,234,5,-1,0,unknown
32,self-employed,married,tertiary,no,no,no,cellular,aug,22,171,15,-1,0,unknown
45,technician,married,tertiary,no,no,no,cellular,aug,28,14,3,-1,0,unknown
52,admin.,single,unknown,no,no,no,cellular,feb,24,242,2,-1,0,unknown
37,self-employed,married,secondary,no,no,yes,cellular,aug,27,155,15,-1,0,unknown
38,blue-collar,divorced,secondary,no,yes,no,cellular,may,11,580,1,173,1,failure
36,services,single,secondary,no,yes,no,unknown,may,7,223,2,-1,0,unknown
58,retired,married,secondary,no,no,no,cellular,nov,18,297,1,-1,0,unknown
37,management,married,tertiary,no,no,no,cellular,aug,8,124,2,-1,0,unknown
